"ALIASNAME";"Höhe ü NN";"Breite";"Länge";"nieder";"Breite";"Lange"
"HARZBURG,BAD";269;"51°53'";"10°32'";811.1;51.88;10.53
"HARZGERODE (AWST)";404;"51°39'";"11°08'";552.6;51.65;11.13
"HARZGERODE (FORSTH.SCHE)";250;"51°40'";"11°10'";606.8;51.67;11.17
"HASELBERG";107;"52°42'";"14°01'";565.1;52.7;14.02
"HASELUENNE";17;"52°41'";"07°30'";764.9;52.68;7.5
"HASLACH IM KINZIGTAL";220;"48°16'";"08°05'";1084.0;48.27;8.08
"HASLOCH/MAIN";150;"49°47'";"09°29'";786.6;49.78;9.48
"HASSELFELDE";461;"51°41'";"10°51'";785.7;51.68;10.85
"HASSELFELDE (WASSERWERK)";485;"51°42'";"10°48'";788.9;51.7;10.8
"HASSFURT (STADT)";239;"50°02'";"10°31'";674.6;50.03;10.52
"HASSFURT-SAILERSHAUSEN";353;"50°03'";"10°27'";710.7;50.05;10.45
"HASTE";51;"52°23'";"09°24'";705.0;52.38;9.4
"HASTEDT";31;"53°05'";"09°27'";736.0;53.08;9.45
"HATTERSHEIM-OKRIFTEL";88;"50°03'";"08°30'";694.5;50.05;8.5
"HATTINGEN-WINZ";100;"51°24'";"07°10'";850.4;51.4;7.17
"HATZFELD (EDER)";395;"51°00'";"08°32'";897.3;51;8.53
"HAUNDORF-OBERERLBACH";449;"49°11'";"10°49'";744.6;49.18;10.82
"HAUNETAL-UNTERSTOPPEL";400;"50°45'";"09°42'";716.9;50.75;9.7
"HAUNETAL-WEHRDA";257;"50°44'";"09°39'";705.7;50.73;9.65
"HAUSHAM-GRUB";770;"47°46'";"11°48'";1581.1;47.77;11.8
"HAUSNEINDORF";116;"51°50'";"11°16'";485.8;51.83;11.27
"HAUSSTEIN";648;"48°51'";"13°04'";1479.8;48.85;13.07
"HAVELBERG";42;"52°50'";"12°03'";534.4;52.83;12.05
"HAYINGEN";665;"48°16'";"09°28'";833.5;48.27;9.47
"HAYN/HARZ";435;"51°34'";"11°05'";669.3;51.57;11.08
"HECHINGEN";522;"48°22'";"08°58'";836.2;48.37;8.97
"HECKLINGEN";85;"51°51'";"11°32'";481.1;51.85;11.53
"HEDDINGHAUSEN";403;"51°24'";"08°53'";744.4;51.4;8.88
"HEIDE/HOLSTEIN";12;"54°12'";"09°06'";894.9;54.2;9.1
"HEIDECK";390;"49°08'";"11°09'";709.9;49.13;11.15
"HEIDELBERG";111;"49°25'";"08°39'";726.7;49.42;8.65
"HEIDELBERG(KOENIGSTUHL)";561;"49°23'";"08°43'";1050.4;49.38;8.72
"HEIDELBERG(KURH.KOHLHOF)";465;"49°23'";"08°44'";1001.8;49.38;8.73
"HEIDELOH";92;"51°37'";"12°12'";497.4;51.62;12.2
"HEIDENAU-GROSSSEDLITZ";122;"50°57'";"13°53'";585.1;50.95;13.88
"HEIDENHEIM-HOHENTRUEDIN.";593;"49°00'";"10°42'";727.1;49;10.7
"HEIDENHEIM/BRENZ";500;"48°40'";"10°07'";879.3;48.67;10.12
"HEIDENROD-DICKSCHIED";425;"50°08'";"07°57'";783.8;50.13;7.95
"HEIDENROD-GEROLDSTEIN";210;"50°07'";"07°56'";700.1;50.12;7.93
"HEIDENROD-LAUFENSELDEN";365;"50°13'";"08°00'";770.4;50.22;8
"HEIDENROD-MAPPERSHAIN";496;"50°10'";"07°59'";860.9;50.17;7.98
"HEIGENBRUECKEN";295;"50°01'";"09°22'";1141.4;50.02;9.37
"HEILBRONN";167;"49°08'";"09°14'";758.1;49.13;9.23
"HEILBRONN-BOECKINGEN";195;"49°08'";"09°10'";654.5;49.13;9.17
"HEILIGENBERG";740;"47°49'";"09°18'";1069.9;47.82;9.3
"HEILIGENHAUS";127;"51°18'";"06°58'";943.5;51.3;6.97
"HEILIGENHAUS-ABTSKUECHE";136;"51°20'";"06°59'";984.6;51.33;6.98
"HEILIGENSTADT";400;"49°51'";"11°09'";968.0;49.85;11.15
"HEILIGENSTADT-HOHENPOELZ";500;"49°54'";"11°08'";904.8;49.9;11.13
"HEILIGENSTADT-KALTENEBER";447;"51°19'";"10°08'";738.0;51.32;10.13
"HEILIGENSTADT/-EICHSFELD";260;"51°22'";"10°08'";701.0;51.37;10.13
"HEILIGKREUZ";218;"50°12'";"09°44'";830.1;50.2;9.73
"HEILSBRONN";423;"49°20'";"10°47'";698.3;49.33;10.78
"HEIMBACH-DUETTLING";380;"50°36'";"06°32'";778.1;50.6;6.53
"HEIMBACH-SCHWAMMENAUEL";274;"50°38'";"06°26'";771.2;50.63;6.43
"HEIMBURG";240;"51°49'";"10°56'";511.6;51.82;10.93
"HEIMENKIRCH";639;"47°37'";"09°53'";1655.5;47.62;9.88
"HEINRICHSTHAL";450;"50°04'";"09°20'";1078.8;50.07;9.33
"HEINSBERG-SCHLEIDEN";57;"51°02'";"06°06'";724.5;51.03;6.1
"HEITERSHEIM";231;"47°52'";"07°39'";824.7;47.87;7.65
"HELDBURG";289;"50°16'";"10°43'";690.9;50.27;10.72
"HELDENSTEIN-WEIDENBACH";435;"48°15'";"12°20'";831.9;48.25;12.33
"HELDRUNGEN";129;"51°18'";"11°13'";510.6;51.3;11.22
"HELGOLAND (WEWA)";4;"54°10'";"07°53'";718.6;54.17;7.88
"HELLENTHAL-HOLLERATH";600;"50°27'";"06°24'";980.0;50.45;6.4
"HELLENTHAL-UDENBRETH";650;"50°24'";"06°23'";1145.8;50.4;6.38
"HELLINGEN";302;"50°15'";"10°41'";609.9;50.25;10.68
"HELMBRECHTS";650;"50°14'";"11°42'";1005.8;50.23;11.7
"HELMSTEDT";140;"52°13'";"11°01'";608.0;52.22;11.02
"HELSA";258;"51°15'";"09°40'";862.0;51.25;9.67
"HELSE,KR.DITHMARSCHEN";2;"53°58'";"09°00'";836.6;53.97;9
"HEMAU-AICHKIRCHEN";560;"49°00'";"11°45'";736.6;49;11.75
"HEMAU-EICHLBERG";566;"49°05'";"11°42'";801.6;49.08;11.7
"HEMELN";135;"51°30'";"09°37'";793.8;51.5;9.62
"HEMER-HEPPINGSEN";350;"51°20'";"07°46'";1098.4;51.33;7.77
"HEMMOOR";5;"53°41'";"09°08'";852.5;53.68;9.13
"HEMSBACH";98;"49°35'";"08°38'";779.9;49.58;8.63
"HEMSLINGEN";42;"53°05'";"09°35'";749.2;53.08;9.58
"HENGERSBERG";327;"48°46'";"13°03'";970.4;48.77;13.05
"HENGERSBERG-UNTERFROHNS.";370;"48°48'";"13°02'";1103.8;48.8;13.03
"HENNEBERG";415;"50°29'";"10°21'";683.1;50.48;10.35
"HENNEF";79;"50°46'";"07°15'";827.0;50.77;7.25
"HENNEF-STADT BLANKENBERG";175;"50°45'";"07°22'";852.0;50.75;7.37
"HENNSTEDT";11;"54°17'";"09°09'";821.3;54.28;9.15
"HENSTEDT-ULZBURG";40;"53°47'";"10°00'";819.7;53.78;10
"HEPPENHEIM,KR.BERGSTR.";101;"49°39'";"08°38'";814.3;49.65;8.63
"HEPSTEDT";22;"53°15'";"09°05'";771.0;53.25;9.08
"HERBORN";237;"50°41'";"08°17'";798.7;50.68;8.28
"HERBSLEBEN";157;"51°07'";"10°50'";486.9;51.12;10.83
"HERBSTEIN";415;"50°34'";"09°21'";997.6;50.57;9.35
"HERBSTHAUSEN";425;"49°24'";"09°50'";753.7;49.4;9.83
"HERFORD";77;"52°07'";"08°41'";817.6;52.12;8.68
"HERINGEN (WERRA)";228;"50°54'";"10°01'";683.7;50.9;10.02
"HERINGEN/HELME";164;"51°27'";"10°52'";486.1;51.45;10.87
"HERLESHAUSEN";215;"51°00'";"10°10'";688.5;51;10.17
"HERLESHAUSEN-ARCHFELD";380;"51°02'";"10°08'";789.5;51.03;10.13
"HERMANNSBURG";55;"52°50'";"10°06'";757.5;52.83;10.1
"HERMERSBERGERHOF";547;"49°15'";"07°50'";1095.4;49.25;7.83
"HERMESKEIL";480;"49°39'";"06°56'";1078.7;49.65;6.93
"HERNE (GRAEFFSTR.)";63;"51°32'";"07°13'";838.5;51.53;7.22
"HERRENALB,BAD";350;"48°48'";"08°26'";1422.0;48.8;8.43
"HERRENHOF";360;"50°50'";"10°41'";642.0;50.83;10.68
"HERRIEDEN";425;"49°14'";"10°29'";700.1;49.23;10.48
"HERRIEDEN-ELBERSROTH";452;"49°12'";"10°25'";695.2;49.2;10.42
"HERRMANNSACKER";315;"51°32'";"10°52'";659.3;51.53;10.87
"HERRNGIERSDORF";401;"48°47'";"12°04'";704.7;48.78;12.07
"HERRNHUT";344;"51°01'";"14°45'";687.7;51.02;14.75
"HERSBRUCK";332;"49°30'";"11°24'";851.0;49.5;11.4
"HERSCHEID";410;"51°09'";"07°46'";1336.5;51.15;7.77
"HERSDORF-WEISSENSEIFEN";530;"50°09'";"06°33'";983.2;50.15;6.55
"HERSFELD,BAD (WEWA)";272;"50°51'";"09°44'";718.1;50.85;9.73
"HERSSUM";32;"52°45'";"07°39'";745.6;52.75;7.65
"HERTEN";60;"51°35'";"07°09'";928.5;51.58;7.15
"HERZBERG";240;"51°39'";"10°20'";873.8;51.65;10.33
"HERZBERG-LONAU";340;"51°41'";"10°21'";1094.1;51.68;10.35
"HERZBERG-SCHARZFELD";245;"51°37'";"10°23'";905.8;51.62;10.38
"HERZBERG/ELSTER";81;"51°42'";"13°13'";548.7;51.7;13.22
"HERZOGENAURACH";320;"49°33'";"10°52'";655.3;49.55;10.87
"HERZOGENRATH";163;"50°51'";"06°04'";760.4;50.85;6.07
"HERZSPRUNG";60;"53°04'";"12°28'";571.4;53.07;12.47
"HESEL-HASSELT";5;"53°16'";"07°37'";786.9;53.27;7.62
"HESS.LICHTENAU";384;"51°12'";"09°44'";922.6;51.2;9.73
"HESSEN";97;"52°01'";"10°46'";551.2;52.02;10.77
"HESSENECK-HESSELBACH";485;"49°34'";"09°05'";1016.7;49.57;9.08
"HESSISCH OLDENDORF";62;"52°10'";"09°15'";754.3;52.17;9.25
"HETEBORN";192;"51°53'";"11°17'";494.5;51.88;11.28
"HETTENSEN";225;"51°37'";"09°47'";788.7;51.62;9.78
"HETTENSHAUSEN";440;"48°30'";"11°30'";905.5;48.5;11.5
"HETTSTEDT";159;"51°39'";"11°31'";504.1;51.65;11.52
"HETZLES";342;"49°38'";"11°07'";832.1;49.63;11.12
"HEUBACH/OSTALB";450;"48°47'";"09°56'";903.9;48.78;9.93
"HEUCKEWALDE-GIEBELROTH";302;"50°58'";"12°08'";546.6;50.97;12.13
"HEUDEBER";177;"51°54'";"10°51'";538.4;51.9;10.85
"HEUSENSTAMM";128;"50°04'";"08°47'";703.7;50.07;8.78
"HEUTHEN";394;"51°20'";"10°13'";776.1;51.33;10.22
"HEYERODE";360;"51°09'";"10°18'";808.3;51.15;10.3
"HIDDENHAUSEN-EILSHAUSEN";90;"52°10'";"08°38'";756.4;52.17;8.63
"HILDBURGHAUSEN";370;"50°26'";"10°42'";773.4;50.43;10.7
"HILDEN";66;"51°10'";"06°57'";859.7;51.17;6.95
"HILDERS";440;"50°34'";"09°59'";862.5;50.57;9.98
"HILDERS-DIETGES";575;"50°32'";"09°56'";1016.0;50.53;9.93
"HILDESHEIM";117;"52°08'";"09°53'";696.4;52.13;9.88
"HILDRIZHAUSEN";483;"48°37'";"08°58'";766.7;48.62;8.97
"HILGENROTH";295;"50°44'";"07°39'";996.3;50.73;7.65
"HILGERTSHAUSEN-TANDERN";503;"48°25'";"11°20'";875.7;48.42;11.33
"HILLSCHEID";267;"50°23'";"07°41'";833.0;50.38;7.68
"HILPOLTSTEIN";363;"49°11'";"11°09'";740.9;49.18;11.15
"HINDELANG(OB.OSTRACHTAL)";930;"47°27'";"10°26'";2146.1;47.45;10.43
"HINDELANG-HINTERSTEIN";828;"47°29'";"10°23'";1884.5;47.48;10.38
"HINDELANG-OBERDORF,BAD";850;"47°30'";"10°23'";1715.6;47.5;10.38
"HINDELANG-OBERJOCH";1140;"47°30'";"10°24'";1799.0;47.5;10.4
"HINDELANG-UNTERJ.(AKKST)";1053;"47°32'";"10°26'";1730.9;47.53;10.43
"HINDELANG-UNTERJOCH(LFW)";1015;"47°33'";"10°25'";2053.2;47.55;10.42
"HINDFELD";300;"50°22'";"10°34'";591.0;50.37;10.57
"HINTERZARTEN";883;"47°53'";"08°06'";1405.8;47.88;8.1
"HIRSAU";336;"48°44'";"08°44'";899.9;48.73;8.73
"HIRSCHAID-FRIESEN";372;"49°50'";"11°02'";690.7;49.83;11.03
"HIRSCHAU";410;"49°32'";"11°57'";722.0;49.53;11.95
"HIRSCHBACH (TALSP.ERLETO";528;"50°35'";"10°44'";993.4;50.58;10.73
"HIRSCHBERG";430;"50°24'";"11°49'";731.8;50.4;11.82
"HIRSCHFELD";105;"51°23'";"13°37'";566.6;51.38;13.62
"HIRSCHHORN (NECKAR)";125;"49°27'";"08°54'";1072.8;49.45;8.9
"HIRSCHTHAL";205;"49°03'";"07°45'";928.4;49.05;7.75
"HITZACKER";28;"53°09'";"11°02'";623.6;53.15;11.03
"HITZHOFEN-HOFSTETTEN";460;"48°53'";"11°20'";748.2;48.88;11.33
"HOCHBORN";275;"49°43'";"08°12'";540.7;49.72;8.2
"HOCHDORF-ASSENHEIM";108;"49°25'";"08°16'";531.8;49.42;8.27
"HOCHHEIM/MAIN";115;"50°00'";"08°22'";592.7;50;8.37
"HOCHRIESHUETTE";1569;"47°45'";"12°15'";1952.4;47.75;12.25
"HOECHENSCHWAND (AKKST)";1008;"47°44'";"08°09'";1434.0;47.73;8.15
"HOECHST/ODW.-HUMMETROTH";340;"49°47'";"08°56'";864.6;49.78;8.93
"HOECHSTBERG";515;"50°14'";"07°00'";798.5;50.23;7
"HOECHSTEN";420;"49°27'";"06°56'";826.2;49.45;6.93
"HOEFCHEN-KRIEBSTEIN TS";212;"51°02'";"13°00'";747.4;51.03;13
"HOEHEISCHWEILER";370;"49°13'";"07°32'";937.2;49.22;7.53
"HOELLENSTEIN-KRAFTWERK";403;"49°07'";"12°51'";868.6;49.12;12.85
"HOEPFINGEN";365;"49°35'";"09°25'";732.8;49.58;9.42
"HOERNUM/SYLT";10;"54°46'";"08°17'";778.6;54.77;8.28
"HOERSTEL";46;"52°14'";"07°38'";753.0;52.23;7.63
"HOETENSLEBEN";107;"52°07'";"11°01'";567.7;52.12;11.02
"HOEXTER";93;"51°46'";"09°24'";813.4;51.77;9.4
"HOEXTER-STAHLE";92;"51°49'";"09°25'";802.3;51.82;9.42
"HOF (STADT)";474;"50°19'";"11°54'";708.1;50.32;11.9
"HOF-HOHENSAAS (WEWA)";567;"50°18'";"11°52'";742.0;50.3;11.87
"HOFBIEBER-ELTERS";463;"50°35'";"09°53'";785.0;50.58;9.88
"HOFGEISMAR";150;"51°30'";"09°23'";726.5;51.5;9.38
"HOFGEISMAR-BEBERBECK";242;"51°32'";"09°28'";756.0;51.53;9.47
"HOFGEISMAR-HOMBRESSEN";242;"51°29'";"09°28'";815.4;51.48;9.47
"HOFHEIM/TS.";172;"50°04'";"08°26'";748.0;50.07;8.43
"HOFHEIM/TS.-WALLAU";150;"50°03'";"08°22'";701.8;50.05;8.37
"HOFHEIM/UFR.";262;"50°08'";"10°31'";716.5;50.13;10.52
"HOHEN NEUENDORF";54;"52°40'";"13°17'";567.5;52.67;13.28
"HOHEN VIECHELN";45;"53°47'";"11°30'";605.9;53.78;11.5
"HOHENAHR-ERDA";306;"50°40'";"08°31'";736.7;50.67;8.52
"HOHENBERG/EGER";517;"50°05'";"12°12'";597.6;50.08;12.2
"HOHENBERGEN";275;"51°13'";"10°38'";566.8;51.22;10.63
"HOHENBRUECK-NEU SCHADOW";45;"52°05'";"13°54'";553.8;52.08;13.9
"HOHENBRUNN";565;"48°03'";"11°40'";1052.5;48.05;11.67
"HOHENBUCKO";131;"51°45'";"13°28'";603.5;51.75;13.47
"HOHENBUECHEN";202;"51°58'";"09°46'";816.9;51.97;9.77
"HOHENBURG-MENDORFERBUCH";490;"49°19'";"11°50'";702.0;49.32;11.83
"HOHENDUBRAU-GEBELZIG";196;"51°13'";"14°40'";648.6;51.22;14.67
"HOHENERXLEBEN";75;"51°51'";"11°39'";466.5;51.85;11.65
"HOHENFELS";423;"49°12'";"11°50'";781.0;49.2;11.83
"HOHENFELS,KR.KONST-KALK.";635;"47°52'";"09°06'";874.8;47.87;9.1
"HOHENFIER";74;"53°05'";"10°47'";672.9;53.08;10.78
"HOHENGOEHREN";30;"52°36'";"12°02'";587.6;52.6;12.03
"HOHENKAMMER";451;"48°25'";"11°31'";837.6;48.42;11.52
"HOHENLIMBURG";115;"51°21'";"07°35'";928.1;51.35;7.58
"HOHENMOELSEN";140;"51°08'";"12°05'";517.4;51.13;12.08
"HOHENPEISSENBERG (OBS)";977;"47°48'";"11°00'";1209.8;47.8;11
"HOHENREINKENDORF";46;"53°13'";"14°19'";539.6;53.22;14.32
"HOHENSEEDEN";52;"52°18'";"12°00'";480.6;52.3;12
"HOHENSTEIN-BERNLOCH";740;"48°21'";"09°20'";909.8;48.35;9.33
"HOHENSTEIN-BREITHARDT";315;"50°11'";"08°05'";778.2;50.18;8.08
"HOHENSTEIN-MACKENRODE";236;"51°33'";"10°32'";716.1;51.55;10.53
"HOHENTHANN";470;"48°39'";"12°05'";756.1;48.65;12.08
"HOHENWARTE";270;"50°36'";"11°28'";615.0;50.6;11.47
"HOHENWESTEDT";80;"54°07'";"09°42'";909.1;54.12;9.7
"HOHENZIATZ";75;"52°10'";"12°03'";523.8;52.17;12.05
"HOHENZIERITZ-PRILLWITZ";20;"53°27'";"13°08'";552.8;53.45;13.13
"HOHLSTEDT-KOETSCHAU";317;"50°57'";"11°29'";552.4;50.95;11.48
"HOHN (BW)";17;"54°18'";"09°32'";815.7;54.3;9.53
"HOHNDORF";415;"50°44'";"12°41'";766.1;50.73;12.68
"HOHNE";55;"52°35'";"10°21'";701.7;52.58;10.35
"HOHWACHT";10;"54°19'";"10°40'";675.0;54.32;10.67
"HOISDORF";60;"53°40'";"10°19'";799.9;53.67;10.32
"HOLBECK";55;"52°02'";"13°16'";529.4;52.03;13.27
"HOLLENBACH/BY-SCHOENBACH";457;"48°28'";"11°03'";843.1;48.47;11.05
"HOLLFELD";423;"49°56'";"11°17'";800.3;49.93;11.28
"HOLLSTADT-WARGOLSHAUSEN";306;"50°21'";"10°21'";646.4;50.35;10.35
"HOLTHUSEN";51;"53°33'";"11°21'";651.0;53.55;11.35
"HOLZDORF";78;"51°47'";"13°08'";540.6;51.78;13.13
"HOLZDORF-SEEHOLZ";25;"54°34'";"09°54'";766.0;54.57;9.9
"HOLZHAUSEN A.D.HAIDE";397;"50°13'";"07°54'";692.7;50.22;7.9
"HOLZHEIM BEI DIEZ";155;"50°21'";"08°02'";691.9;50.35;8.03
"HOLZKIRCHEN/OBB.-LEITHEN";755;"47°50'";"11°39'";1545.4;47.83;11.65
"HOLZKIRCHEN/UFR.";204;"49°46'";"09°40'";666.1;49.77;9.67
"HOLZMINDEN";128;"51°49'";"09°27'";795.1;51.82;9.45
"HOLZMINDEN-SILBERBORN";440;"51°46'";"09°32'";1028.1;51.77;9.53
"HOMBERG (EFZE)";252;"51°02'";"09°24'";598.5;51.03;9.4
"HOMBERG (EFZE)-HUELSA";430;"50°57'";"09°28'";813.8;50.95;9.47
"HOMBERG (OHM)";250;"50°43'";"09°00'";800.2;50.72;9
"HOMBURG V.D.H.";178;"50°13'";"08°38'";753.2;50.22;8.63
"HOMBURG,BAD (FILTERWERK)";255;"50°15'";"08°34'";828.8;50.25;8.57
"HOMBURG,BAD-SAALBURG";424;"50°16'";"08°34'";798.0;50.27;8.57
"HOMBURG/SAAR";235;"49°19'";"07°21'";906.6;49.32;7.35
"HONNEF,BAD";58;"50°39'";"07°13'";712.9;50.65;7.22
"HOOPTE";2;"53°23'";"10°10'";666.9;53.38;10.17
"HOPFERSTADT";300;"49°37'";"10°04'";580.9;49.62;10.07
"HOPPENRADE-GARZ";64;"53°02'";"12°05'";528.0;53.03;12.08
"HORB-BETRA";540;"48°24'";"08°39'";876.0;48.4;8.65
"HORBEN";600;"47°56'";"07°51'";1176.7;47.93;7.85
"HORGENZELL-HAPPENWEILER";544;"47°46'";"09°27'";1067.0;47.77;9.45
"HORLA";395;"51°31'";"11°10'";569.4;51.52;11.17
"HORN-MEINBG.,BAD-FELDROM";360;"51°49'";"08°56'";1258.8;51.82;8.93
"HORNBOSTEL";34;"52°40'";"09°50'";721.6;52.67;9.83
"HORNHAUSEN";92;"52°03'";"11°10'";518.1;52.05;11.17
"HORNISGRINDE";1125;"48°36'";"08°12'";1930.8;48.6;8.2
"HORST,KR.STEINBURG";3;"53°47'";"09°37'";791.1;53.78;9.62
"HOSENFELD";376;"50°30'";"09°29'";859.9;50.5;9.48
"HOTTINGEN";712;"47°37'";"08°01'";1459.9;47.62;8.02
"HOYERSWERDA";135;"51°26'";"14°14'";623.4;51.43;14.23
"HUDE/OL.";4;"53°07'";"08°25'";758.0;53.12;8.42
"HUDE/OL.-OBERHAUSEN";1;"53°08'";"08°21'";724.1;53.13;8.35
"HUECKESWAGEN";258;"51°09'";"07°20'";1331.5;51.15;7.33
"HUECKESWAGEN(BEVERTALSP)";298;"51°08'";"07°22'";1308.2;51.13;7.37
"HUELL";438;"48°36'";"11°40'";872.0;48.6;11.67
"HUELSEDE";112;"52°15'";"09°21'";772.4;52.25;9.35
"HUEMMERICH";328;"50°33'";"07°29'";895.9;50.55;7.48
"HUENFELD";315;"50°40'";"09°46'";689.4;50.67;9.77
"HUENFELD-MICHELSROMBACH";310;"50°39'";"09°39'";670.1;50.65;9.65
"HUEPSTEDT";452;"51°19'";"10°26'";711.9;51.32;10.43
"HUETTISHEIM";513;"48°16'";"09°56'";708.2;48.27;9.93
"HUISHEIM";490;"48°48'";"10°41'";666.8;48.8;10.68
"HUMMELSHAIN";290;"50°45'";"11°37'";585.1;50.75;11.62
"HUNDERDORF-THANANGER";346;"48°57'";"12°43'";887.1;48.95;12.72
"HUNDSBACH";360;"49°43'";"07°33'";590.1;49.72;7.55
"HUNGEN-VILLINGEN";165;"50°30'";"08°56'";699.0;50.5;8.93
"HUSUM";3;"54°28'";"09°03'";864.0;54.47;9.05
"HUSUM (WST)";37;"54°31'";"09°08'";809.9;54.52;9.13
"HUTTHURM";450;"48°39'";"13°28'";948.1;48.65;13.47
"HUY-NEINSTEDT";200;"51°58'";"10°55'";567.3;51.97;10.92
"IBBENBUEREN";68;"52°16'";"07°43'";763.3;52.27;7.72
"IBURG,BAD";115;"52°09'";"08°02'";889.7;52.15;8.03
"ICHENHAUSEN-AUTENRIED";497;"48°21'";"10°15'";749.5;48.35;10.25
"ICHSTEDT";138;"51°23'";"11°12'";495.7;51.38;11.2
"IDAR-OBERSTEIN";264;"49°42'";"07°18'";772.3;49.7;7.3
"IDSTEIN";285;"50°13'";"08°16'";724.0;50.22;8.27
"ILFELD";265;"51°35'";"10°47'";742.6;51.58;10.78
"ILLERTISSEN";512;"48°13'";"10°06'";882.3;48.22;10.1
"ILLINGEN";307;"49°22'";"07°02'";963.1;49.37;7.03
"ILMENAU";498;"50°40'";"10°54'";872.1;50.67;10.9
"ILSEDE-GROSS BUELTEN";79;"52°15'";"10°11'";616.2;52.25;10.18
"ILSENBURG (PLESSENBURG)";565;"51°49'";"10°40'";978.2;51.82;10.67
"ILSENBURG/HARZ";260;"51°51'";"10°40'";765.5;51.85;10.67
"IMMENHAUSEN-AHLBERG";355;"51°27'";"09°30'";808.1;51.45;9.5
"IMMENHAUSEN-HOLZHAUSEN";303;"51°25'";"09°32'";778.1;51.42;9.53
"IMMENSTAAD";404;"47°39'";"09°21'";891.5;47.65;9.35
"IMMENSTADT";731;"47°33'";"10°13'";1915.9;47.55;10.22
"IMMENSTADT (WAERTERHAUS)";935;"47°32'";"10°12'";2248.0;47.53;10.2
"IMMENSTADT-REUTE";960;"47°36'";"10°12'";2081.1;47.6;10.2
"INGELFINGEN";209;"49°17'";"09°39'";813.4;49.28;9.65
"INGELHEIM";135;"49°58'";"08°04'";538.7;49.97;8.07
"INGENRIED/OBB-KROTTENHIL";890;"47°48'";"10°45'";1355.8;47.8;10.75
"INGOLSTADT";367;"48°44'";"11°25'";680.0;48.73;11.42
"INSEL";60;"53°09'";"09°46'";768.1;53.15;9.77
"INZELL";690;"47°45'";"12°45'";1751.2;47.75;12.75
"IRSCHENBERG-KASTHUB";715;"47°49'";"11°52'";1281.1;47.82;11.87
"ISEN-WESTACH";550;"48°12'";"12°02'";1026.4;48.2;12.03
"ISERLOHN";220;"51°23'";"07°42'";973.0;51.38;7.7
"ISERLOHN-LETMATHE";124;"51°21'";"07°36'";837.9;51.35;7.6
"ISERLOHN-WESTIG";230;"51°22'";"07°45'";1023.1;51.37;7.75
"ISNY";712;"47°41'";"10°02'";1599.8;47.68;10.03
"ISNY-BOLSTERNANG";769;"47°40'";"10°06'";1709.9;47.67;10.1
"ISSERODA";352;"50°57'";"11°13'";605.0;50.95;11.22
"ITZEHOE (NST)";5;"53°56'";"09°30'";816.6;53.93;9.5
"ITZGRUND-HERRETH";367;"50°08'";"10°55'";617.4;50.13;10.92
"IVENRODE";153;"52°16'";"11°14'";582.6;52.27;11.23
"JACHENAU";765;"47°36'";"11°26'";1680.9;47.6;11.43
"JACHENAU-NIEDERNACH";803;"47°35'";"11°23'";1572.7;47.58;11.38
"JAEGERTHAL";198;"49°27'";"08°03'";753.6;49.45;8.05
"JAGOW-KUTZEROW";45;"53°24'";"13°46'";534.4;53.4;13.77
"JAGSTZELL";466;"49°02'";"10°05'";848.5;49.03;10.08
"JEDESHEIM";518;"48°12'";"10°07'";875.4;48.2;10.12
"JENA (FALKENSTIEG)";170;"50°56'";"11°36'";538.1;50.93;11.6
"JENA (KLAERANLAGE)";137;"50°57'";"11°37'";623.6;50.95;11.62
"JENA (RINGWIESE)";156;"50°54'";"11°34'";554.1;50.9;11.57
"JENA (STERNWARTE)";155;"50°55'";"11°35'";584.7;50.92;11.58
"JENA-ISSERSTEDT";325;"50°57'";"11°31'";590.1;50.95;11.52
"JENNEWITZ-DIEDRICHSHAGEN";105;"54°06'";"11°46'";641.3;54.1;11.77
"JERCHEL";60;"52°28'";"11°19'";548.8;52.47;11.32
"JERICHOW";30;"52°30'";"12°02'";530.3;52.5;12.03
"JERSLEBEN";41;"52°14'";"11°34'";471.5;52.23;11.57
"JERXHEIM";107;"52°05'";"10°54'";574.3;52.08;10.9
"JESEWITZ";127;"51°25'";"12°32'";570.2;51.42;12.53
"JESSEN/ELSTER";77;"51°47'";"12°57'";531.7;51.78;12.95
"JESTEBURG";28;"53°18'";"09°57'";750.0;53.3;9.95
"JETTENBACH";403;"48°10'";"12°22'";940.7;48.17;12.37
"JEVENSTEDT";7;"54°14'";"09°39'";840.7;54.23;9.65
"JEVER (BW)";7;"53°32'";"07°54'";791.5;53.53;7.9
"JOEHSTADT";715;"50°30'";"13°06'";870.4;50.5;13.1
"JOERDENSTORF";47;"53°52'";"12°37'";584.8;53.87;12.62
"JOHANNESBERG-OBERAFFERB.";335;"50°01'";"09°08'";845.2;50.02;9.13
"JOHANNISKREUZ";472;"49°20'";"07°49'";1004.6;49.33;7.82
"JOLDELUND";19;"54°39'";"09°09'";878.2;54.65;9.15
"JORK-MOORENDE";1;"53°30'";"09°44'";726.0;53.5;9.73
"JUDENBACH-NEUENBAU";720;"50°26'";"11°14'";1061.6;50.43;11.23
"JUEDENDORF";208;"51°18'";"11°42'";473.9;51.3;11.7
"JUEHNDE-BARLISSEN";245;"51°26'";"09°49'";786.8;51.43;9.82
"JUEHNSDORF";40;"52°18'";"13°23'";589.0;52.3;13.38
"JUEHNSDORF-BLANKENFELDE";45;"52°19'";"13°23'";582.6;52.32;13.38
